confirmationNo,Latitude,Longitude,formattedAddress,Original FSA,New FSA
1270085,49.9274485,-97.1650558,"1055 Aberdeen Avenue, Winnipeg, MB R3X 0W8, Canada",R3X,R2X
1270194,49.8252133,-99.9642089,"1570 18th Street, Winnipeg, MB R7A 5C5, Canada",R7A,R7B
1270551,49.9249505,-97.1571988,"875 Aberdeen Avenue, Winnipeg, MB R3E 3M8, Canada",R3E,R2X
1270683,49.8847196,-97.1412015,"15 Carlton Street #803, Winnipeg, MB R3P 2H8, Canada",R3P,R3C
1272306,49.9552817,-97.1488958,"2300 McPhillips Street Level 5, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1272404,49.8843084,-97.1247487,"St.Bonaface Hospitial, Tache Avenue, Winnipeg, MB R2J 0X5, Canada",R2J,R2H
1272599,49.9606499,-97.144177,"2546 McPhillips Street, Winnipeg, MB R2V 2T2, Canada",R2V,R2P
1272875,49.8954221,-97.1385145,"155 Pth 5E, Winnipeg, MB R0L 1P0, Canada",R0L,R3B
1273161,49.90464,-97.1598,"745 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1273194,49.9002706,-97.2500143,"24 9th Avenue Southeast, Winnipeg, MB R3N 3V4, Canada",R3N,R3J
1273338,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1273409,49.9606499,-97.144177,"2546 McPhillips Street, Winnipeg, MB R2V 2T2, Canada",R2V,R2P
1273496,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 4V7, Canada",R3T,R3Y
1273686,49.8846985,-97.2786881,"14 Caron Avenue, Winnipeg, MB R2H 2W7, Canada",R2H,R2Y
1273759,49.8368395,-97.0800917,"27 Beaudry Bay, Winnipeg, MB R0G 0A4, Canada",R0G,R3X
1273797,49.9177759,-97.0972074,"505 Munroe Avenue, Winnipeg, MB R3H 0N1, Canada",R3H,R2K
1273916,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R3H 0N1, Canada",R3H,R2P
1273976,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R3E 0M1, Canada",R3E,R2P
1274126,49.9544024,-97.1474722,"Seven Oak Hospital At Woman Washroom, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1274347,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1274348,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1274375,49.8954221,-97.1385145,"9 2Nd Street Nw, Winnipeg, MB R7N 1G6, Canada",R7N,R3B
1274475,49.8954221,-97.1385145,"28 Inlet Arm, Winnipeg, MB R8A 0A0, Canada",R8A,R3B
1274498,53.7608608,-98.8138762,"982 John Bruce, Schist Lake, MB R3X 1Y8, Canada",R3X,R0B
1274501,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1274687,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1274705,49.8746729,-97.2578298,"2510 Portage Avenue #713, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1274710,49.8182249,-97.1505058,"32 University Crescent #30, Winnipeg, MB R3M 0K5, Canada",R3M,R3T
1274905,49.7655651,-97.1649946,"1013 12th Street, Winnipeg, MB R7A 4A7, Canada",R7A,R3V
1275163,49.9506685,-97.1499413,"180 Market, Winnipeg, MB R3B 0P7, Canada",R3B,R2V
1275240,49.8954221,-97.1385145,"Rbc, 289 Stephen Street, Winnipeg, MB R6M 1V2, Canada",R6M,R3B
1275292,49.9199213,-97.1089051,"239 Ottawa Avenue, Winnipeg, MB R0G 0V0, Canada",R0G,R2K
1275846,49.8873995,-97.1335675,"21 Main Street, Winnipeg, MB R2J 2P1, Canada",R2J,R3C
1275910,49.8746729,-97.2578298,"2510 Portage Avenue #717, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1275960,49.8958018,-97.1058652,"510 Provencher Boulevard, Winnipeg, MB R2J 0C2, Canada",R2J,R2H
1276164,49.9066962,-97.1808712,"Tec Voc School, 1555 Wall Street, Winnipeg, MB R1R 1R1, Canada",R1R,R3E
1276232,50.6320809,-96.9886746,"76 1St Streat, Gimli, MB R0E 1B0, Canada",R0E,R0C
1276269,49.9552817,-97.1488958,"Mcphillips Health Record Office, 2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1276291,53.7608608,-98.8138762,"576 Wall St, Saskatoon, MB R3G 2T3, Canada",R3G,R0B
1276398,49.9731127,-98.2924804,"213 Notre Dame, Portage la Prairie, MB R3B 1N3, Canada",R3B,R1N
1276771,49.8940989,-97.1368915,"303 Main Street 11Th Floor, Winnipeg, MB R3B 1B3, Canada",R3B,R3C
1277022,49.8790536,-97.1459481,"100 Osborne Street, Winnipeg, MB R0C 0A0, Canada",R0C,R3L
1277118,49.8533886,-97.1473444,"868 Jubilee Avenue, Winnipeg, MB R3L 1R2, Canada",R3L,R3T
1277363,49.9001684,-97.2829586,"89 Apple Lane, Winnipeg, MB R3Y 2K8, Canada",R3Y,R2Y
1277869,49.9552817,-97.1488958,"2300 Mcphillips Ave, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1277959,49.8850872,-97.3082441,"236 Fairlane Avenue #223, Winnipeg, MB R2K 1K6, Canada",R2K,R2Y
1277972,53.7608608,-98.8138762,"#204-595, Winnipeg, MB R3L 0H4, Canada",R3L,R0B
1277985,49.9552817,-97.1488958,"2300 Mcphillips Ave, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1278540,49.9544024,-97.1474722,"Seven Oak Hospital On, 4 Floor, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1278895,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 4V7, Canada",R3T,R3Y
1278970,50.369098,-97.8891936,"Pr 419 And, Manitoba 6, Lundar, MB R3C 2P4, Canada",R3C,R0C
1279146,49.8904486,-97.1398543,"185 Smith Street, Winnipeg, MB R3G 3G4, Canada",R3G,R3C
1279503,49.8740178,-97.1519586,"245 Wellington Crescent, Winnipeg, MB R3R 0E5, Canada",R3R,R3M
1279505,49.8740178,-97.1519586,"245 Wellington Crescent, Winnipeg, MB R3R 0E5, Canada",R3R,R3M
1279569,49.9180043,-97.1486795,"595 Pritchard Avenue, Winnipeg, MB R3T 3R3, Canada",R3T,R2W
1279631,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 4V7, Canada",R3T,R3Y
1279742,49.9057212,-96.980064,"613 McMeans Avenue East #611, Winnipeg, MB R2J 3W6, Canada",R2J,R2C
1279767,49.9036025,-97.1571063,"820 Sherbrook Street, Winnipeg, MB R3A 1R9, Canada",R3A,R3E
1280048,49.905716,-96.9803208,"609 McMeans Avenue East #607, Winnipeg, MB R2J 3W6, Canada",R2J,R2C
1280220,49.9046463,-97.1612427,"770 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1280244,49.9061499,-96.9800535,"120 Allenby Crescent #118, Winnipeg, MB R2J 3Z5, Canada",R2J,R2C
1280245,49.906851,-96.9801369,"4 Bramwell Avenue #2, Winnipeg, MB R2J 3W6, Canada",R2J,R2C
1280323,49.8846796,-97.1340987,"115 Mayfair Avenue A28, Winnipeg, MB R3G 3J4, Canada",R3G,R3L
1280421,49.8808985,-97.0997517,"568 Prosper Street, Winnipeg, MB R2J 0M9, Canada",R2J,R2H
1280474,49.9369753,-97.0624275,"1380 Raleigh Street #65, Winnipeg, MB R2X 0A2, Canada",R2X,R2G
1280534,49.9552817,-97.1488958,"2300 Mcphillips Ave, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1280692,49.9355612,-97.0889434,"383 McLeod Avenue, Winnipeg, MB R2K 0B1, Canada",R2K,R2G
1280924,49.9048127,-97.1618157,"780 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1280947,49.8620467,-97.1547277,"837 Weatherdon Avenue, Winnipeg, MB R2M 2B3, Canada",R2M,R3M
1281502,49.880265,-97.271524,"200 Ronald Street #621, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1281765,49.8746729,-97.2578298,"2510 Portage Avenue #423, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1281767,49.8746729,-97.2578298,"2510 Portage Avenue #105, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1282104,49.8061707,-97.1562816,"2343 Pembina Highway #3, Winnipeg, MB R3A 0R1, Canada",R3A,R3T
1282300,49.8312423,-97.1687404,"1377 Clarence Avenue, Winnipeg, MB R3B 1J1, Canada",R3B,R3T
1282306,49.865089,-97.161699,"680 Harrow Street, Winnipeg, MB R3C 0G8, Canada",R3C,R3M
1282472,49.82489,-99.96548,"1510 20th Street A3, Brandon, MB R7A 2A6, Canada",R7A,R7B
1282477,49.880265,-97.271524,"200 Ronald Street #807, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1282718,49.9663677,-96.9694861,"180 Bluegrass Road, Oakbank, MB R0E 1J0, Canada",R0E,R2C
1282828,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1282943,49.8773247,-97.4197668,"6030 Portage Avenue, Winnipeg, MB R3G 2W2, Canada",R3G,R4H
1283123,49.90464,-97.1598,"745 Bannatyne Avenue, Winnipeg, MB R2J 3V4, Canada",R2J,R3E
1283271,49.9552817,-97.1488958,"2300 McPhillips Street #3U2, Winnipeg, MB R3E 0M1, Canada",R3E,R2P
1283273,49.9552817,-97.1488958,"2300 McPhillips Street #2La42, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1283292,56.3493858,-94.7056244,"198 Kelsey, Gillam, MB R1A 1A1, Canada",R1A,R0B
1283977,49.9016415,-97.1401648,"216 Princess Street, Winnipeg, MB R3B 1L4, Canada",R3B,R3A
1284050,50.0614872,-96.5116968,"708 Park Avenue, Beausejour, MB R0A 0C0, Canada",R0A,R0E
1284610,49.9245817,-97.0839817,"845 Golspie Street, Winnipeg, MB R3K 2V5, Canada",R3K,R2K
1284751,49.8565619,-97.1744987,"1305 Grant Avenue #106, Winnipeg, MB R3C 1L8, Canada",R3C,R3M
1284788,49.8981015,-97.0601709,"Kildonan Place, 1555 Regent Avenue West, Winnipeg, MB R2C 4J2, Canada",R2C,R3W
1284814,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1284822,49.8841866,-97.1596504,"172 Sherbrook Street, Winnipeg, MB R3C 2B6, Canada",R3C,R3G
1284849,49.8789003,-97.2022305,"1207 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1284850,49.8789003,-97.2022305,"1204 234 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1284852,49.8789003,-97.2022305,"Ph 14-200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1284904,49.9015196,-97.140166,"208 Princess Street, Winnipeg, MB R3B 1L4, Canada",R3B,R3A
1284912,56.3473843,-94.7117692,"133 Kelsey Bay, Gillam, MB R1A 1A1, Canada",R1A,R0B
1285384,49.7977105,-97.1693721,"1301 Lee Boulevard, Winnipeg, MB R3T 5W8, Canada",R3T,R3Y
1285724,49.8789003,-97.2022305,"904 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1286563,49.8954221,-97.1385145,"838 Hamilton B116, Winnipeg, MB R3G 3J4, Canada",R3G,R3B
1286644,49.8756629,-97.1004558,"565 Guilbault Street, Winnipeg, MB R2J 0R2, Canada",R2J,R2H
1286672,49.9858377,-98.2833699,"840 3 Street Northeast, Portage la Prairie, MB R0H 0Y0, Canada",R0H,R1N
1287155,49.8738743,-97.1409516,"270 Osborne Street, Winnipeg, MB R3C 1V7, Canada",R3C,R3L
1287587,49.8702369,-97.2079074,"170 Doncaster Street, Winnipeg, MB R3C 0V8, Canada",R3C,R3N
1287687,49.8851433,-97.1776712,"1075 Portage Avenue, Winnipeg, MB R3M 0K5, Canada",R3M,R3G
1287689,49.9406603,-97.1200681,"281 Burrin Avenue, Winnipeg, MB R3A 1R9, Canada",R3A,R2V
1287916,49.8984101,-97.1779037,"2 Sargent Park Place, Winnipeg, MB R3E 0V8, Canada",R3E,R3G
1287932,49.8734429,-97.1264212,"63 Claremont Avenue, Winnipeg, MB R1A 0Y5, Canada",R1A,R2H
1287999,49.8830083,-97.1133353,"303 Goulet Street #902, Winnipeg, MB R3T 0P3, Canada",R3T,R2H
1288000,49.8899686,-97.145722,"205 Edmonton Street Unit 201, Winnipeg, MB R1A 0Y5, Canada",R1A,R3C
1288066,49.8789003,-97.2022305,"220 233 Booth, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1288153,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R3M 3E3, Canada",R3M,R2P
1288234,50.2407656,-97.0056119,"833 Clandeboye Road, St. Andrews, MB R1A 4K1, Canada",R1A,R0C
1288246,49.8789003,-97.2022305,"601 233 Booth, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1288526,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1288607,49.8746729,-97.2578298,"2510 Portage Avenue #606, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288623,49.8746729,-97.2578298,"2510 Portage Avenue #306, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288626,49.8746729,-97.2578298,"2510 Portage Avenue #707, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288628,49.8746729,-97.2578298,"2510 Portage Avenue #507, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288630,49.8746729,-97.2578298,"2510 Portage Avenue #401, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288631,49.8746729,-97.2578298,"2510 Portage Avenue #515, Winnipeg, MB R3R 0E5, Canada",R3R,R3J
1288632,49.8746729,-97.2578298,"2510 Portage Avenue #105, Winnipeg, MB R3G 0J4, Canada",R3G,R3J
1288668,50.2344467,-99.4629424,"445 Hospital Street, Neepawa, MB R2J 0X5, Canada",R2J,R0J
1288790,49.9552817,-97.1488958,"2300 McPhillips Street #4U10, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1288794,49.9552817,-97.1488958,"2300 McPhillips Street #4U12, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1288851,49.937379,-97.077394,"271 Edison Avenue, Winnipeg, MB R3G 3J4, Canada",R3G,R2G
1288896,56.3493858,-94.7056244,"143 Nelson Cres, Gillam, MB R1A 1A1, Canada",R1A,R0B
1288957,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1289011,49.9066962,-97.1808712,"1555 Wall Street, Winnipeg, MB R2E 2S2, Canada",R2E,R3E
1289240,49.1035101,-97.5586602,"7107 Road 12 N.W, Altona, MB R1A 0Y5, Canada",R1A,R0G
1289364,49.9552817,-97.1488958,"2300 McPhillips Street Various Repairs, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1289388,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1289631,49.9411627,-97.071064,"15 Bridgewater Crescent, Winnipeg, MB R1A 0Y5, Canada",R1A,R2G
1289781,49.8789003,-97.2022305,"121 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1289802,49.8721285,-97.1961204,"161 Renfrew Street, Winnipeg, MB R3P 2H1, Canada",R3P,R3N
1289963,49.8847646,-97.2804081,"700 Setter Street #403, Winnipeg, MB R3R 0E5, Canada",R3R,R2Y
1290066,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1290400,49.8433841,-97.1223423,"St Johns Ravenscourt, South Drive, Winnipeg, MB R2J 3V4, Canada",R2J,R3T
1290467,49.8979831,-97.1857653,"1070 Clifton Street, Winnipeg, MB R3A 2V4, Canada",R3A,R3E
1290470,49.8208771,-97.1820175,"1539 Waverley Street, Winnipeg, MB R3T 2V7, Canada",R3T,R3Y
1290570,49.9856639,-97.0624312,"3740 Main Street, Winnipeg, MB R2C 1L2, Canada",R2C,R4A
1290928,49.8719896,-97.1489951,"640 Corydon Avenue, Winnipeg, MB R3M 0X7, Canada",R3M,R3L
1290998,49.857258,-97.2294683,"2240 Grant Avenue, Winnipeg, MB R3E 2T1, Canada",R3E,R3P
1291032,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1291164,50.105343,-96.014935,"Seven Sisters Training Center, Seven Sisters Falls, MB R3C 0G8, Canada",R3C,R0E
1291181,56.4704971,-100.0076549,"School Town Center, Leaf Rapids, MB R8N 1M3, Canada",R8N,R0B
1291196,49.8964401,-97.2099958,"660 Berry Street, Winnipeg, MB R3C 2S4, Canada",R3C,R3H
1291226,56.4704971,-100.0076549,"School Town Center, Leaf Rapids, MB R8N 1M3, Canada",R8N,R0B
1291259,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1291288,49.8847196,-97.1412015,"15 Carlton Street #904, Winnipeg, MB R3P 2H8, Canada",R3P,R3C
1291290,49.8703057,-97.2579627,"3420 Vialoux Drive #46, Winnipeg, MB R2P 2H8, Canada",R2P,R3R
1291292,49.8334101,-97.1153015,"11 Saint Michael Road #101, Winnipeg, MB R2P 2H8, Canada",R2P,R2M
1291423,49.9046463,-97.1612427,"770 Bannatyne Avenue, Winnipeg, MB R3B 0R3, Canada",R3B,R3E
1291643,49.9663677,-96.9694861,"180 Bluegrass Road, Oakbank, MB R0E 1J0, Canada",R0E,R2C
1291687,49.874909,-97.177775,"928 Wellington Crescent, Winnipeg, MB R3M 0C7, Canada",R3M,R3N
1292303,49.9414229,-97.1706346,"1330 Inkster Boulevard, Winnipeg, MB R3M 0K5, Canada",R3M,R2X
1292316,49.9715133,-98.3002195,"103 7 Street Southwest, Portage la Prairie, MB R0H 1N1, Canada",R0H,R1N
1292340,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1292342,49.9715133,-98.3002195,"103 7 Street Southwest, Portage la Prairie, MB R0H 1N1, Canada",R0H,R1N
1292761,49.8746729,-97.2578298,"2510 Portage Avenue #8A, Winnipeg, MB R3G 3G4, Canada",R3G,R3J
1292823,49.8657901,-97.1094762,"20 Harrowby Avenue, Winnipeg, MB R2V 4Y2, Canada",R2V,R2M
1292875,49.898647,-97.146426,"65 Ellen Street, Winnipeg, MB R3A 0Z8, Canada",R3A,R3B
1292969,49.8746729,-97.2578298,"2510 Portage Avenue #410, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1292973,49.8746729,-97.2578298,"2510 Portage Avenue #407, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1292974,49.8746729,-97.2578298,"2510 Portage Avenue #702, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1292982,49.8746729,-97.2578298,"2510 Portage Avenue #715, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1293143,49.890954,-97.1572304,"407 Furby Street, Winnipeg, MB R2C 1L2, Canada",R2C,R3B
1293145,49.8858636,-97.2617147,"2055 Ness Avenue, Winnipeg, MB R3B 1J1, Canada",R3B,R3J
1293204,49.8964401,-97.2099958,"660 Berry Street, Winnipeg, MB R3C 2S4, Canada",R3C,R3H
1293362,49.8714629,-97.1126238,"421 Saint Mary's Road, Winnipeg, MB R1A 0Y5, Canada",R1A,R2M
1293541,49.887665,-97.263828,"515 Strauss Drive #15, Winnipeg, MB R3C 1T1, Canada",R3C,R3J
1293702,49.9183004,-97.2119707,"2055 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1293933,49.865089,-97.161699,"700 Harrow Street, Winnipeg, MB R3C 0G8, Canada",R3C,R3M
1294036,49.8789003,-97.2022305,"806 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1294037,49.8789003,-97.2022305,"616 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1294039,49.8789003,-97.2022305,"101 200 Ronald, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1294093,49.8833294,-97.0931358,"349 Dupuy Avenue, Winnipeg, MB R2C 1L2, Canada",R2C,R2J
1294211,49.8261431,-99.9725791,"1525 26th Street, Brandon, MB R7A 3C2, Canada",R7A,R7B
1294692,49.8746729,-97.2578298,"2510 Portage Avenue #106, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1294727,49.8111959,-97.1325081,"190 Dysart Road, Winnipeg, MB R3H 0K5, Canada",R3H,R3T
1295204,49.9183004,-97.2119707,"2055 Notre Dame Avenue Hm20, Winnipeg, MB R3H 0J9, Canada",R3H,R2R
1295888,49.8817595,-97.0716559,"875 Lagimodiere Boulevard, Winnipeg, MB R3J 3K4, Canada",R3J,R2J
1296132,49.9552817,-97.1488958,"2300 McPhillips Street #3B05, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1296143,49.8495458,-97.0982102,"14 Bonita Avenue A06, Winnipeg, MB R3G 3J4, Canada",R3G,R2M
1296882,49.8789003,-97.2022305,"1099 Grant, Winnipeg, MB R3G 3J4, Canada",R3G,R3J
1296883,49.9003449,-96.984123,"696 Kildare Avenue East, Winnipeg, MB R3G 3J4, Canada",R3G,R2C
1296991,49.8720297,-97.1887435,"160 Cordova Street, Winnipeg, MB R3M 0K5, Canada",R3M,R3N
1297292,49.8954221,-97.1385145,"Lot 11  Block 3, Star Lake, MB R0E 0N0, Canada",R0E,R3B
1297387,49.89023,-97.04053,"56F Rougeau Avenue, Winnipeg, MB R3C 3X5, Canada",R3C,R2C
1297448,49.9133535,-97.18525,"1397 Lincoln Avenue, Winnipeg, MB R2R 0G8, Canada",R2R,R3E
1297450,49.8787899,-97.1258101,"66 Saint Mary's Road #44, Winnipeg, MB R2N 3Z3, Canada",R2N,R2H
1297515,49.8571463,-97.206113,"1984 Grant Avenue, Winnipeg, MB R3M 1Y9, Canada",R3M,R3N
1297642,49.8111959,-97.1325081,"190 Dysart Road, Winnipeg, MB R3H 0K5, Canada",R3H,R3T
1297800,49.8345614,-97.1693978,"1370 Sony Place, Winnipeg, MB R3C 3Y4, Canada",R3C,R3T
1298009,49.8706026,-97.2467168,"700 Assiniboine Park Drive, Winnipeg, MB R3P 2N9, Canada",R3P,R3N
1298034,49.9404005,-97.0852417,"279 Edison Avenue #23, Winnipeg, MB R3G 3T4, Canada",R3G,R2G
1298443,49.8795355,-97.1690273,"78 Home Street, Winnipeg, MB R3C 1W9, Canada",R3C,R3G
1298488,49.8373836,-99.9650395,"804 20th Street, Brandon, MB R7B 1M6, Canada",R7B,R7A
1298550,50.105343,-96.014935,"Seven Sisters Training Center, Seven Sisters Falls, MB R3C 0G8, Canada",R3C,R0E
1298570,49.9404005,-97.0852417,"279 Edison Avenue #23, Winnipeg, MB R3G 3J4, Canada",R3G,R2G
1298907,49.8764689,-97.2390753,"2170 Portage Avenue, Winnipeg, MB R3G 3T4, Canada",R3G,R3J
1299089,49.8666776,-97.2092202,"1975 Corydon, Corydon Avenue, Winnipeg, MB R3R 0E5, Canada",R3R,R3P
1299115,49.8571463,-97.206113,"1984 Grant Avenue, Winnipeg, MB R3M 1Y9, Canada",R3M,R3N
1299116,49.8571463,-97.206113,"1984 Grant Avenue, Winnipeg, MB R3M 1Y9, Canada",R3M,R3N
1299201,49.8655288,-99.930602,"375 Veteran's Way, Brandon, MB R7C 0B1, Canada",R7C,R7A
1299283,49.9552817,-97.1488958,"2300 McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1299453,49.8827858,-97.1149359,"291 Goulet Street A206, Winnipeg, MB R3R 0E5, Canada",R3R,R2H
1299633,49.8788739,-97.153705,"270 Roslyn Road #1005, Winnipeg, MB R2L 2C1, Canada",R2L,R3L
1299688,49.8522547,-97.1388592,"441 Kingston Crescent, Winnipeg, MB R3E 2T1, Canada",R3E,R2M
1299824,49.8585354,-97.2595549,"515 Laxdal Road A103, Winnipeg, MB R3G 3J4, Canada",R3G,R3R
1299825,49.8585354,-97.2595549,"515 Laxdal Road A101, Winnipeg, MB R3G 3J4, Canada",R3G,R3R
1300124,49.8571463,-97.206113,"1984 Grant Avenue, Winnipeg, MB R3M 1Y9, Canada",R3M,R3N
1300445,50.0839439,-98.5066638,"Rd 46 W, Portage la Prairie, MB R1N 3J9, Canada",R1N,R0H
1300761,50.0121781,-96.8433026,"68092 Manitoba 206, Cooks Creek, MB R1A 0Y5, Canada",R1A,R0E
1300771,49.9406948,-97.0856201,"271 Edison Avenue #15, Winnipeg, MB R3G 3T4, Canada",R3G,R2G
1300774,49.9406948,-97.0856201,"271 Edison Avenue #23, Winnipeg, MB R3G 3T4, Canada",R3G,R2G
1300837,49.8137396,-97.1833448,"#1108-700, Winnipeg, MB R3G 3T4, Canada",R3G,R3Y
1300936,49.8437486,-99.9514807,"Assiniboine Community College North Campus, Brandon, MB R0K 0W0, Canada",R0K,R7A
1301027,49.8703057,-97.2579627,"3420 Vialoux Drive #61, Winnipeg, MB R3G 3T4, Canada",R3G,R3R
1301042,49.8827969,-97.1165365,"261 Goulet Street B534, Winnipeg, MB R3G 3T4, Canada",R3G,R2H
1301665,49.7565961,-96.9056541,"858 Dawson Road Mb, Lorette, MB R2X 2V7, Canada",R2X,R0A
1301668,49.7565961,-96.9056541,"858 Dawson Road, Lorette, MB R2X 2V7, Canada",R2X,R0A
1301746,49.8666776,-97.2092202,"1975 Corydon, Corydon Avenue, Winnipeg, MB R3R 0E7, Canada",R3R,R3P
1301924,49.8111959,-97.1325081,"190 Dysart Road, Winnipeg, MB R3H 0K5, Canada",R3H,R3T
1302062,49.8788739,-97.153705,"270 Roslyn Road #508, Winnipeg, MB R3G 3T4, Canada",R3G,R3L
1302186,49.955434,-97.1497236,"7 Oak Hospital, McPhillips Street, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1302416,49.8571463,-97.206113,"1984 Grant Avenue, Winnipeg, MB R3M 1Y9, Canada",R3M,R3N
1302500,49.9552817,-97.1488958,"2300 McPhillips Street #3B28, Winnipeg, MB R2V 3M3, Canada",R2V,R2P
1302575,49.9193985,-97.1989449,"1869 Elgin Avenue West, Winnipeg, MB R0C 2Z0, Canada",R0C,R2R
1302602,49.901058,-97.1432342,"354 Elgin Avenue, Winnipeg, MB R2W 2H4, Canada",R2W,R3A
1303093,49.8863585,-97.1443862,"386 Broadway, Winnipeg, MB R3G 2T9, Canada",R3G,R3C
1303097,49.9725444,-98.2705179,"50 14 Street Northeast, Portage la Prairie, MB R2C 2Z2, Canada",R2C,R1N
1303125,49.8827858,-97.1149359,"291 Goulet Street A203, Winnipeg, MB R3G 3T4, Canada",R3G,R2H
1303195,50.0121781,-96.8433026,"Birds Hill Provincial Park, Sustainable Development, Campground Water Treatment Facility, 68092 Manitoba 206, Cooks Creek, MB R1A 0Y5, Canada",R1A,R0E
1303196,50.0121781,-96.8433026,"Birds Hill Provincial Park, Sustainable Development, Campground Water Treatment Facility, 68092 P.R. 206 Mb, Cooks Creek, MB R1A 0Y5, Canada",R1A,R0E
1303385,49.9048127,-97.1618157,"780 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1303387,49.90464,-97.1598,"745 Bannatyne Avenue, Winnipeg, MB R3T 2N2, Canada",R3T,R3E
1303478,49.8840202,-97.1129168,"372 Enfield Crescent, Winnipeg, MB R3L 2B9, Canada",R3L,R2H
